recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients
https://www.jamieoliver.com/recipes/game-recipes/ghanaian-goat-shoko/,Ghanaian goat shoko,4                                                                                                            ,3 hours 30 minutes                                                    ,"Not too tricky                                                    
","['2 medium onions', '4 cloves of garlic', '5cm piece of ginger', '1.5 kg ripe plum tomatoes or 1 x 400g tin of plum tomatoes', 'rapeseed or vegetable oil', '4 fresh Serrano chillies', '1 green pepper', '450 g higher-welfare boneless goat shoulder , cubed', '1 pierced Scotch bonnet , optional', '150 ml organic bone broth , or beef stock', '150 g baby spinach', '3 sprigs of fresh coriander']"
https://www.jamieoliver.com/recipes/vegetables-recipes/asian-vegetable-broth/,Asian vegetable broth,2                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['3 cloves of garlic', '5cm piece of ginger', '200 g mixed Asian greens , such as baby pak choi, choy sum, Chinese cabbage', '2 spring onions', '1 fresh red chilli', '5 sprigs of fresh Thai basil', '1 stick of lemongrass', '2 star anise', '800 ml clear organic vegetable stock', '1 teaspoon fish sauce , (optional)', '1 teaspooon soy sauce', '1 small punnet shiso cress', '1 lime']"
https://www.jamieoliver.com/recipes/chicken-recipes/hot-sour-chicken-broth/,Hot & sour chicken broth,4 to 6                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['2 shallots', '3 sticks of lemongrass', '5 cm ginger', '2 cloves of garlic', '1-2 fresh red chillies', '½ a bunch of fresh coriander , (15g)', '1 bunch of spring onions', '2 free-range chicken breasts', 'groundnut oil', '1.75 litres light organic chicken or vegetable stock', 'fish sauce', '3 limes', '1 large handful of beansprouts , (ready to eat)']"
https://www.jamieoliver.com/recipes/eggs-recipes/sweet-potato-blue-cheese-frittata/,Sweet potato & blue cheese frittata,4 to 6                                                                                                            ,1 hour 5 minutes plus cooling                                                    ,"Not too tricky                                                    
","['1 large sweet potato', '3 tablespoons olive oil', '2 medium red onions', '6 large free-range eggs', '100 g blue cheese', '1 whole nutmeg , for grating']"
https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-squash-dal/,Butternut squash dal,6                                                                                                            ,1 hour 20 minutes                                                    ,"Not too tricky                                                    
","['2 small onions', 'groundnut oil', '200 g quick-cook yellow split peas', '800 g butternut squash', '1 dried chilli', '1 teaspoon cumin seeds', '1 teaspoon coriander seeds', '2 cloves of garlic', '1 teaspoon turmeric', '2 tablespoons creamed coconut', '1 fresh red chilli', '10 curry leaves', '2 teaspoons mustard seeds']"
https://www.jamieoliver.com/recipes/pasta-recipes/spinach-lasagne/,Spinach lasagne,6                                                                                                            ,50 minutes                                                    ,"Not too tricky                                                    
","['70 g unsalted butter', '50 g plain flour', '800 ml milk', '1 fresh bay leaf', '800 g spinach', '200 g ricotta cheese', '1 whole nutmeg , for grating', '300 g fresh lasagne sheets', '100 g Parmesan cheese']"
https://www.jamieoliver.com/recipes/vegetables-recipes/potato-rostis-with-beetroot-horseradish/,Potato rostis with beetroot horseradish,4 rostis                                                    ,25 minutes                                                    ,"Super easy                                                    
","['2 large potatoes', '½ a red onion', '1 clove of garlic', '1½ teaspoons cumin seeds', '3 tablespoons vegetable oil', '2 medium beetroots', '2 tablespoons creamed horseradish']"
https://www.jamieoliver.com/recipes/lamb-recipes/irish-stew/,Irish stew,4                                                                                                            ,1 hour 55 minutes                                                    ,"Not too tricky                                                    
","['50 g butter', '8 lamb chump chops', '3 onions', '2 carrots', '2 large potatoes', '6 sprigs of fresh thyme', '3 fresh bay leaves', '150 g pearl barley']"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-noodle-soup/,Chicken noodle soup,6                                                                                                            ,1 hour 40 minutes                                                    ,"Not too tricky                                                    
","['1 celery heart', '200 g small carrots', '100 g baby leeks', '2 cloves of garlic', '200 g small onions', '5 cm piece of ginger', '1 x 1.4 kg whole free-range chicken', '2-3 fresh bay leaves', '1 handful of fresh parsley stalks', 'dry sherry', '1 pinch of saffron', 'sweet ginger vinegar , optional', '300 g mixed fine pasta shapes']"
https://www.jamieoliver.com/recipes/vegetables-recipes/miso-soup-with-tofu-cabbage/,Miso soup with tofu & cabbage,2                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['750 ml organic chicken or vegetable stock', '3cm piece of ginger', '2 cloves of garlic', '1 fresh red chilli', '½ savoy cabbage', '1 carrot', '2 tablespoons miso paste', 'low-salt soy sauce', '100 g silken tofu']"
https://www.jamieoliver.com/recipes/bread-recipes/easy-spelt-pizza/,Easy spelt pizza,1 pizza                                                    ,30 minutes                                                    ,"Not too tricky                                                    
","['200 g wholegrain spelt flour , plus extra to dust', '2 teaspoons gluten-free baking powder', '½ tesapoon sea salt', '¼ teaspoon sugar', '100 ml buttermilk', '1 tablespoons sunflower oil', '1 large free-range egg', '1 shallot', 'quality smoked salmon , from sustainable sources', '150 g ricotta cheese', '50 g rocket', '2 teaspoons baby capers', '1 wedge of lemon']"
https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-potato-white-bean-chilli/,Sweet potato & white bean chilli,4 to 6                                                                                                            ,50 minutes                                                    ,"Super easy                                                    
","['2 medium sweet potatoes', 'olive oil', '2 teaspoons ground cinnamon', '1 tablespoon ground cumin', '1 teaspoon smoked paprika', '1 large onion', '1 bunch of fresh coriander', '1 fresh red chilli', '2 red peppers', '1 yellow pepper', '1 x 400 g tin of cannellini beans', '1 x 400 g tin of tomatoes']"
https://www.jamieoliver.com/recipes/seafood-recipes/clear-asian-noodle-soup-with-prawns/,Clear Asian noodle soup with prawns,4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['2 large free-range eggs , (I use Burford Brown)', '250 g brown rice noodles', '3cm piece of ginger', '2 fresh hot Thai chillies', '2 litres organic chicken stock', '2 tablespoons low-salt soy sauce', '2 cloves of garlic', '2 star anise', '6 cloves', '100 g runner beans', '1 carrot', '200 g cooked peeled king prawns , from sustainable sources', '6 radishes', '4 spring onions', '2 tablespoons sesame seeds']"
https://www.jamieoliver.com/recipes/vegetables-recipes/chilled-avocado-soup-with-tortilla-chips/,Chilled avocado soup with tortilla chips,4-6                                                                                                            ,20 minutes plus chilling                                                    ,"Not too tricky                                                    
","['1 large ripe avoacdo', '1 cucumber', '4 spring onions', 'a few sprigs of fresh coriander', '250 ml organic vegetable stock , chilled', '200 ml plain yoghurt', '1 mild fresh green chilli', '1 lime', 'Tabasco sauce', '1 fresh red chilli', '1 handful of micro garlic chives (see tip)', 'TORTILLA CHIPS', '½ tablespoon olive oil', '½ teaspoon hot smoked paprika', '2 soft corn tortillas']"
https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-potato-coconut-cardamom-soup/,"Sweet potato, coconut & cardamom soup",4-6                                                                                                            ,50 minutes                                                    ,"Not too tricky                                                    
","['3 green cardamom pods', '1 onion', '600 g sweet potato', '4cm piece of ginger', '2 cloves of garlic', '2 tablespoons groundnut oil', '1 x 400 ml tin of low-fat coconut milk', '800 ml organic vegetable or chicken stock', '1 lemon', 'RED PEPPER TOPPING', '1 tablespoon groundnut oil', '1 teaspoon coriander seeds', '1 pinch of dried chilli flakes', '2 jarred roasted peppers', '100 g baby spinach', '4 large or 12 mini poppadoms , optional']"
https://www.jamieoliver.com/recipes/vegetables-recipes/beetroot-amp-tomato-borscht/,Beetroot & tomato borscht,4-6                                                                                                            ,50 minutes                                                    ,"Not too tricky                                                    
","['1 red onion', '2 carrots', '2 large beetroot', '2 celery stalks', '1 clove of garlic', '1 x 400 g tin of plum tomatoes', '1.2 litres organic beef stock', '2 tablespoons tomato purée', '1 teaspoon caster sugar', '½ a very small red cabbage', '4 tabelspoons sour cream', 'a few sprigs of fresh dill']"
https://www.jamieoliver.com/recipes/pasta-recipes/spring-veg-pasta/,Spring veg pasta,6                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['1 x 350 g bunch of asparagus', '2 small courgettes', '2 large free-range eggs', '60 g crème fraîche', '1 handful of freshly grated Parmesan cheese , plus extra to serve', '½ a lemon', '400 g tagliatelle', 'olive oil', '100 g pancetta', '½ a bunch of fresh mint']"
https://www.jamieoliver.com/recipes/vegetables-recipes/vegetable-tartlets/,Vegetable tartlets,4                                                                                                            ,35 minutes plus cooling                                                    ,"Not too tricky                                                    
","['1 x 500 g block of ready-made puff pastry', 'plain flour , for dusting', '4 teaspoons pesto', '1 handful of mixed, ripe cherry tomatoes', '8 asparagus spears', '4 baby courgettes', '2-3 jarred roasted peppers', '½ a bunch of fresh basil', 'olive oil', '8 black olives , optional', '1 x 100 g ball mozzarella', '20 g Parmesan cheese , optional']"
https://www.jamieoliver.com/recipes/cheese-recipes/socca-pancakes-with-broccoli-cheese/,Socca pancakes with broccoli & cheese,8                                                    ,30 minutes                                                    ,"Not too tricky                                                    
","['160 g gram (chickpea) flour', 'olive oil', '2 onions', '2 cloves of garlic', '220 g broccoli', '1 lemon', '100 g goat’s cheese', '50 g Parmesan cheese', '1 bunch of fresh flat-leaf parsley']"
https://www.jamieoliver.com/recipes/chicken-recipes/asian-chicken-rice-balls-broth/,Asian chicken rice balls & broth,4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['130 g brown rice', '1 big bunch of coriander', '6 spring onions', '4 skinless, boneless free-range chicken thighs', '1 stick of lemongrass', '5cm piece of ginger', '2 cloves of garlic', '4 kaffir lime leaves', 'sunflower oil', '8 large raw king prawns, from sustainable sources', '2½ tablespoons miso paste', '2 pak choi', '250 g mangetout', '1 handful of beansprouts', 'low-salt soy sauce', '1 fresh red chilli', '1 lime']"
https://www.jamieoliver.com/recipes/seafood-recipes/nathan-outlaw-s-seafood-burger/,Nathan Outlaw’s seafood burger,4                                                                                                            ,35 minutes plus chilling                                                    ,"Not too tricky                                                    
","['2 shallots', '2 cloves of garlic', '1 fresh green chilli', 'olive oil', '200 g cod fillet , skinned and pin-boned, from sustainable sources', '100 g fresh white and brown crabmeat , from sustainable sources', '100 g raw king prawns , from sustainable sources', '2 baby gem lettuces', '4 burger buns', 'pickled onions', 'WASABI MAYONNAISE', '2 free-range egg yolks', '1 lemon', '300 ml sunflower oil', '50 g fresh English wasabi or wasabi paste', '1 small handful of rocket or other peppery leaf']"
https://www.jamieoliver.com/recipes/pork-recipes/pork-black-beans/,Pork & black beans,4                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['2 tablespoons shaoxing rice wine', '1 tablespoon sesame oil', '2 teaspoons cornflour', '3 tablespoons low-salt soy sauce', '400 g higher-welfare pork fillet', '½ a bunch of spring onions', '2 green peppers', '5 cloves of garlic', '1 long fresh red chilli', '5cm piece of ginger', '2 tablespoons groundnut oil', '1 tablespoon Asian chilli oil', '1 teaspoon dried chilli flakes', '1 teaspoon soft brown sugar', '2 tablespoons Asian fermented black beans (see tip)', '1 tablespoon sesame seeds']"
https://www.jamieoliver.com/recipes/vegetables-recipes/rojak/,Rojak,4 - 6                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['1 large ripe mango', '1 bunch of radishes', '½ a cucumber', '½ a ripe pineapple', '125 g beansprouts', '125 g baby spinach', '350 g firm tofu', '1 fresh red chilli', '100 g unsalted peanuts', 'groundnut oil', 'DRESSING', '2 limes', '4 tablespoons extra virgin olive oil', '1 tablespoon runny honey', '1 teaspoon sambal oelek', '1 tesapoon tamarind', '1 teaspoon light brown sugar']"
https://www.jamieoliver.com/recipes/fish-recipes/trout-with-ham-and-cider/,Trout with ham and cider,2                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['2 whole trout , from sustainable sources', '1 thick slice of ham', 'a few sprigs of fresh parsley', 'plain flour , for dusting', '1 knob of unsalted butter', '1 tablespoon olive oil', '1 wineglass of dry cider']"
https://www.jamieoliver.com/recipes/fish-recipes/salmon-with-young-garlic-amp-tomato-sauce/,Salmon with young garlic & tomato sauce,4                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['1 bulb of fresh young garlic (if you can’t find young garlic, substitute with 2 chopped cloves of garlic and 1 sliced bulb of fennel)', '1 punnet ripe cherry tomatoes', '1 lemon', 'olive oil', '4 salmon fillets , skin on, scaled and pin-boned, from sustainable sources', 'a few sprigs of fresh mint', 'a few sprigs of fresh dill']"
https://www.jamieoliver.com/recipes/eggs-recipes/quiche-leekraine/,Quiche leekraine,4 to 6                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['300 g leeks', 'olive oil', '3 slices of higher-welfare smoked streaky bacon', '75 g Cheddar cheese', '3 large free-range eggs', '250 ml milk', '1 x 20 cm precooked pastry case', 'green salad , to serve']"
https://www.jamieoliver.com/recipes/fish-recipes/keralan-fish-curry/,Keralan fish curry,6 to 8                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['6 shallots', '4 cloves of garlic', '2.5 cm piece of ginger', '1 fresh green chilli', '750 g firm white fish , from sustainable sources', 'groundnut oil', '1 teaspoon mustard seeds', '20 curry leaves', '1 tablespoon chilli powder', '1 teaspoon turmeric', '1 x 400 g tin of light coconut milk', '1 x 400 g tin of quality chopped tomatoes', 'a few sprigs of fresh coriander']"
https://www.jamieoliver.com/recipes/seafood-recipes/malabar-prawn-curry/,Malabar prawn curry,2                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['3cm piece of ginger', '2 small red onions', '150 g ripe tomatoes', 'vegetable or coconut oil', '½ teaspoon black mustard seeds', '¼ teaspoon fenugreek seeds', '12 fresh or dried curry leaves', '1 tesapoon chilli powder', '1 teaspoon ground coriander', '¼ teaspoon ground turmeric', '1 tablepoon kokum or 20ml tamarind pulp', '12 peeled king prawns , from sustainable sources', '1 x 400 ml tin of reduced fat coconut milk', '2 dried red chillies']"
https://www.jamieoliver.com/recipes/pork-recipes/pork-tonkatsu-and-noodles/,Pork tonkatsu & noodles,4                                                                                                            ,35 minutes                                                    ,"Not too tricky                                                    
","['2 tablespoons plain flour', '100 g fresh, fine breadcrumbs', '1 large free-range egg', '4 x 120 g higher-welfare pork fillets', '300 g udon noodles', '1 small carrot', '½ an Asian or pointed cabbage', 'low-salt soy sauce', 'vegetable oil', 'mustard', '1 fresh red chilli , optional']"
https://www.jamieoliver.com/recipes/eggs-recipes/mexican-refried-beans/,Mexican refried beans,4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['2 cloves of garlic', '1 fresh red chilli', '1 bunch of fresh coriander', '1 small jar of roasted peppers', 'olive oil', '3 x 400 g tins of beans , such as cannellini, kidney', '4 large free-range eggs', '1 lime']"
https://www.jamieoliver.com/recipes/seafood-recipes/asian-seafood-salad-with-yuzu-amp-sesame-dressing/,Asian seafood salad,4                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['1 squid, cleaned, from sustainable sources', 'olive oil', '½ tablespoon soy sauce', '250 g cooked octopus, from sustainable sources', '8 large cooked peeled prawns, from sustainable sources', '1 generous handful of salad leaves', '1 small handful of edible flowers', 'YUZU & SESAME DRESSING', '1 tablespoon sesame seeds', '3 tablespoons toasted sesame oil', '½ tablespoon soy sauce', '1 tablespoon yuzu juice (or the juice of ½ a lime)', '1 teaspoon togarashi spice mix']"
https://www.jamieoliver.com/recipes/pasta-recipes/spaghetti-atterrati/,Spaghetti atterrati,4                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['6 tablespoons extra virgin olive oil', '3 anchovy fillets , from sustainable sources', '1 clove of garlic', '1 fresh red chilli', '2 medium ripe tomatoes', '320 g dried spaghetti', 'Parmesan cheese , to serve', 'TOPPING', '4 tablespoons fine breadcrumbs', '6 sprigs of fresh parsley', '50 g walnut havles', '2 tablespoons pine nuts']"
https://www.jamieoliver.com/recipes/vegetables-recipes/celeriac-quince-soup/,Celeriac & quince soup,4                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['1 large celeriac', '1 quince', '2 banana shallots', '2 cloves of garlic', 'olive oil', '1 organic chicken stock cube', '1 teaspoon ground cumin', '1 pinch of ground cinnamon', '1 teaspoon sugar', 'TO SERVE', '1 small handful of walnuts', '1 tablespoon crème fraîche', 'a few sprigs of fresh dill']"
https://www.jamieoliver.com/recipes/bread-recipes/gluten-free-spring-flatbread-pizzas/,Gluten-free Spring flatbread pizzas,8                                                    ,35 minutes plus proving                                                    ,"Not too tricky                                                    
","['250 ml milk', '1 x 7 g sachet of yeast', '2½ teaspoons caster sugar', '65 g cornflour', '425 g brown rice flour , plus extra for dusting', '2 teaspoons gluten-free xanthan gum', '1 large free-range egg', 'olive oil', '½ teaspoon bicarbonate of soda', '2 teaspoons cider vinegar', '300 g fresh or frozen peas', '½ bunch of fresh mint', '250 g soft goat’s cheese or curd', '1 lemon', '2 courgettes', 'fine polenta , for dusting', '200 g watercress', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/raw-vegan-spag-bol/,Raw vegan spag bol,6                                                                                                            ,25 minutes plus soaking overnight                                                    ,"Not too tricky                                                    
","['25 g sun-dried tomatoes', '2 dates', '50 g walnuts', '4 courgettes', '4-5 cauliflower florets', '½ a red onion', '1 small clove of garlic', '1 sprig of fresh rosemary', '½ a small red chilli', '½ a carrot', '½ a stick of celery', '¼ of a red pepper', '½ a beetroot', '225 g cherry tomatoes', '½ lemon', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh basil']"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-paella/,Chicken ‘paella’,8 to 10                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['400 g quality chorizo', '1 small onion', '50 g jarred piquillo peppers', '½ a bunch of fresh flat-leaf parsley', '22 free-range chicken drumettes', '2 tablespoons extra virgin olive oil', '1 teaspoon smoked paprika', '2 tablespoon tomato pureé', '400 g Bomba paella rice', '120 ml white wine', '750 ml organic chicken stock', '200 g frozen peas', '1 lemon']"
https://www.jamieoliver.com/recipes/beef-recipes/blue-cheese-apple-burger/,Blue cheese & apple burger,6                                                    ,25 minutes plus chilling                                                    ,"Super easy                                                    
","['750 g quality minced chuck steak (see tip)', '1 soft round lettuce', '1 punnet of cress', '2 Braeburn or Cox apples', '120 g blue cheese', 'olive oil', '6 burger buns', 'American mustard']"
https://www.jamieoliver.com/recipes/beef-recipes/beef-amp-quince-stew/,Beef & quince stew,6                                                                                                            ,2 hours 35 minutes                                                    ,"Not too tricky                                                    
","['10 small red onions', '3 cloves of garlic', '2 quinces', '1 lemon', 'olive oil', '2 kg quality beef chuck or rump, cut into 8cm pieces (ask your butcher to do this)', '18 ripe cherry tomatoes, on the vine or 2 x 400g tins of cherry tomatoes', '250 ml tomato passata', '1 tablespoon tomato purée', '1-2 cinnamon sticks', '2-3 fresh bay leaves', '1 tablespoon allspice berries', '1 large wineglass of dry red wine']"
https://www.jamieoliver.com/recipes/seafood-recipes/spanish-style-prawns-with-fennel/,Spanish-style prawns with fennel,2                                                                                                            ,35 minutes                                                    ,"Super easy                                                    
","['2 cloves of garlic', '1 bulb of fennel', 'a few sprigs of fresh flat-leaf parsley', 'olive oil', '750 g ripe cherry tomatoes', '1 large wineglass of white wine', '10 large raw prawns, from sustainable sources', '1 lemon']"
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-chorizo-orzo/,Prawn & chorizo orzo,4                                                                                                            ,35 minutes                                                    ,"Not too tricky                                                    
","['2 cloves of garlic', '200 g quality chorizo', '½ a bunch of fresh basil , (15g)', '4 tablespoons olive oil', '2 tablespoons sherry vinegar', '400 ml passata', '300 g orzo', '200 g cherry tomatoes, on the vine', '400 g large cooked peeled king prawns , from sustainable sources']"
https://www.jamieoliver.com/recipes/beef-recipes/beef-stifado/,Beef stifado,4                                                                                                            ,2 hours to 2 hours 30 minutes plus marinading time                                                     ,"Super easy                                                    
","['1.5 kg stewing beef, such as chuck or top rump , trimmed, cut into 7cm pieces', '24 baby onions', '4 ripe tomatoes , or 1 x 400g tin of chopped tomatoes', '4 tablespoons extra virgin olive oil', '1 tablespoon tomato purée', 'MARINADE', '3 cloves of garlic', '2-3 fresh bay leaves', '1½ teaspoons allspice berries', '6 whole cloves', '1-2 sticks of cinnamon', '1 teaspoon dried oregano', '125 ml dry red wine', '4 tablespoons red wine vinegar']"
https://www.jamieoliver.com/recipes/pasta-recipes/pasta-and-green-olives/,Pasta and green olives,2                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['250 g orecchiette', '3 tablespoons olive oil', '2 cloves of garlic', '1 x 150 g jar of green olives (stones in)', '8 tablespoons passata']"
https://www.jamieoliver.com/recipes/pasta-recipes/world-s-most-elegant-winter-pasta/,World’s most elegant winter pasta,4 to 6                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['1 large leek', '6 cloves of garlic', '2 large handfuls of cavolo nero, dark curly kale or savoy cabbage', '100 ml extra virgin olive oil', '500 g dried pasta , such as penne, linguine or spaghetti', '100 g Parmesan cheese']"
https://www.jamieoliver.com/recipes/beef-recipes/chianti-crudo/,Chianti crudo,"6, or 10 as a starter                                                                                                            ",10 minutes                                                    ,"Super easy                                                    
","['1 kg topside of quality beef', '1 large clove of garlic', '½ a bunch of fresh flat-leaf parsley', '1 lemon', '1 teaspoon dried chilli flakes', '4 tablespoons olive oil']"
https://www.jamieoliver.com/recipes/beef-recipes/beef-tacos/,Beef tacos,6                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['1 onion', '1 red pepper', '1 green pepper', 'olive oil', '2 cloves of garlic', '1 pinch of paprika', '1½ teaspoons cumin', '500 g quality minced beef', '250 ml organic beef stock', '12 corn taco shells', 'SALSA', '2 ripe tomatoes', '1 spring onion', '3 sprigs of fresh coriander', '½ a lime', 'GUACAMOLE', '2 ripe avocados', '½ lime', '2 tablespoons crème fraîche']"
https://www.jamieoliver.com/recipes/bread-recipes/quick-grilled-pizza/,Quick grilled pizza,4                                                                                                            ,25 minutes plus proving time                                                    ,"Not too tricky                                                    
","['250 g strong bread flour', '2 teaspoons dried yeast', '1 teaspoon caster sugar', 'olive oil', '2 cloves of garlic', '1 x 400 g tin of chopped tomatoes', 'a few sprigs of fresh basil']"
https://www.jamieoliver.com/recipes/fish-recipes/lemon-sole-with-runner-beans/,Lemon sole with runner beans,1                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['100 g runner beans', '½ a bunch of fresh mixed herbs, such as mint, basil', '1 lemon sole', 'olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/tofu-chickpea-curry-with-spring-greens/,Tofu & chickpea curry with spring greens,4                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['1 red onion', '3 cloves of garlic', '200 g tofu', '1 fresh red chilli', '200 g spring greens', '1 tablespoon vegetable oil', '1 tablespoon ground coriander', '2 teaspoons ground cumin', '½ teaspoon cayenne pepper', '1 teaspoon turmeric', '1 x 400 g tin of chopped tomatoes', '2 tablespoons olive oil', '1 x 400 g tin of chickpeas', '2 teaspoons paprika', '2 teaspoons garam masala', '½ a lemon', '2 teaspoons cumin seeds']"
https://www.jamieoliver.com/recipes/vegetables-recipes/spiced-aubergine-amp-coconut-curry/,Spiced aubergine & coconut curry,4                                                                                                            ,35 minutes                                                    ,"Not too tricky                                                    
","['3 tablespoons groundnut oil', '6 Asian round aubergines', '3cm piece of ginger', '3 cloves of garlic', '1 white onion', '2 teaspoons cumin seeds', '1 tablespoon black mustard seeds', '12 fresh curry leaves', '2 dried red chillies', '1 tablespoon tomato purée', '2 teaspoons garam masala', '1 x 400 g tin of coconut milk', '1 red onion', '½ a bunch of fresh coriander , (15g)']"
https://www.jamieoliver.com/recipes/pasta-recipes/zesty-sardine-purple-kale-spaghetti/,Zesty sardine & purple kale spaghetti,4                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['200 g spaghetti', '½ tablespoon capers', '4 tablespoons olive oil', '6 fresh sardines , scaled and gutted, from sustainable sources', '2 cloves of garlic', '1 lemon', '200 ml dry white wine', '1 head of purple kale', '1 pinch of dried chilli flakes', 'a few sprigs of chervil']"
https://www.jamieoliver.com/recipes/chicken-recipes/leftover-chicken-with-tomatoes-amp-crispy-chorizo/,Leftover chicken with tomatoes & crispy chorizo,6                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['1 yellow pepper', '1 orange pepper', '1 onion', '4 cloves of garlic', '1 kg ripe mixed-colour tomatoes', '1 fresh red chilli', 'a few sprigs of fresh oregano', 'olive oil', '1 heaped teaspoon sweet paprika', '2 kg free-range poached chicken', '200 ml organic chicken stock', '1 heaped teaspoon fennel seeds', '2 fresh quality chorizo sausages (roughly 250g)', 'extra virgin olive oil', '2 heaped tablespoons crème fraîche', '2 tablespoons balsamic vinegar']"
https://www.jamieoliver.com/recipes/cheese-recipes/summer-vegetable-goat-s-cheese-frittata/,Summer vegetable & goat’s cheese frittata,4                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['100 g French beans', '6 spring onions', '3 sprigs of fresh mint', '150 g fresh or defrosted frozen peas or small broad beans, shelled', '6 large free-range eggs', '1 knob of unsalted butter', ""40 g goat's cheese"", 'Parmesan cheese , for grating']"
https://www.jamieoliver.com/recipes/pasta-recipes/sicilian-spaghetti-alla-norma/,Sicilian spaghetti alla Norma,4                                                                                                            ,45 minutes                                                    ,"Super easy                                                    
","['2 aubergines', '3 cloves of garlic', '½ a bunch of fresh basil , (15g)', '1 teaspoon dried oregano', '1 teaspoon dried chilli flakes', 'olive oil', '1 tablespoon baby capers', '1 tablespoon red wine vinegar', '1 x 400 g tin of quality plum tomatoes', '320 g dried wholewheat spaghetti', '50 g pecorino cheese', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/fish-recipes/super-speedy-steamed-salmon/,Super-speedy steamed salmon,4                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['2 red onions', '1 red pepper', '1 fresh red chilli', '½ a bunch of basil', 'olive oil', '1 tesapoon fennel seeds', '1 bay leaf', '300 g couscous', '200 g cherry tomatoes', '4 x 100 g salmon fillets, skin on, scaled, pin-boned, from sustainable sources', 'extra virgin olive oil', '1 lemon', '4 tablespoons natural yoghurt']"
https://www.jamieoliver.com/recipes/fish-recipes/spiced-sea-bass-with-caramelised-fennel/,Spiced sea bass with caramelised fennel,2                                                                                                            ,45 minutes                                                    ,"Super easy                                                    
","['3 bulbs of fennel', '40 g butter', 'olive oil', '2 whole seabass , gutted and scaled, from sustainable sources', '1 clove of garlic', '1 fresh red chilli', '1 lemon']"
https://www.jamieoliver.com/recipes/chicken-recipes/roast-chicken-for-two/,Roast chicken for two,2                                                                                                            ,1 hour 50 minutes                                                    ,"Not too tricky                                                    
","['1 pear', '½ an onion', '2 cloves of garlic', '150 g free-range chicken livers', 'olive oil', '1 handful of vac-packed chestnuts', '1 sprig of fresh sage', '1 large knob of butter', '1 splash of brandy', '1 handful of dried cranberries', '1 x 1.6 kg whole free-range chicken', '1 orange', '6 rashers of higher-welfare unsmoked streaky bacon', 'a few sprigs of fresh thyme']"
https://www.jamieoliver.com/recipes/fish-recipes/swordfish-cherry-tomatoes-amp-capers/,"Swordfish, cherry tomatoes & capers",2                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['2 swordfish steaks, from sustainable sources', 'olive oil', '2 cloves of garlic', '20 ripe cherry tomatoes', '1 lemon', '45 g capers', 'a few sprigs of fresh flat-leaf parsley']"
https://www.jamieoliver.com/recipes/beef-recipes/beef-stroganoff/,Beef stroganoff,4                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['1 red onion', '1 clove of garlic', '1 lemon', '2 handfuls of wild mushrooms', '2-3 sprigs of fresh flat-leaf parsley', '500 g fillet steak', '1 teaspoon paprika', 'olive oil', '1 knob of unsalted butter', '1 small glass of brandy', '50 ml sour cream']"
